,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
4267,77.27,0.19,58.74,0.53,partly-cloudy-day,0,0,,,"{'azimuth': 298, 'altitude': 4, 'dni': 144.5, 'ghi': 10.7, 'dhi': 1, 'etr': 1316.8}",Partly Cloudy,77.27,2010-06-27 21:00:00,0,6.216,347,7.01,2.91
4268,74.85,0.19,59.67,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,74.85,2010-06-27 22:00:00,0,6.216,333,7.99,2.63
4269,73.62,0.19,62.59,0.69,partly-cloudy-night,0,0,,1017.49,,Partly Cloudy,73.34,2010-06-27 23:00:00,0,6.216,280,6.0,2.42
4270,73.05,,61.47,0.67,clear-night,0,0,,,,Clear,72.89,2010-06-28 00:00:00,0,,279,6.01,1.77
4271,72.97,,61.88,0.69,clear-night,0,0,,,,Clear,72.76,2010-06-28 01:00:00,0,,270,5.5,0.81
4272,71.7,0.0,61.61,0.71,clear-night,0,0,,1017.6,,Clear,71.51,2010-06-28 02:00:00,0,,264,5.5,1.92
4273,71.58,,60.09,0.67,clear-night,0,0,,,,Clear,71.57,2010-06-28 03:00:00,0,,264,3.99,1.17
4274,71.88,,61.05,0.69,clear-night,0,0,,,,Clear,71.76,2010-06-28 04:00:00,0,,188,4.5,0.33
4275,69.93,0.0,59.42,0.69,clear-night,0,0,,1017.31,,Clear,69.93,2010-06-28 05:00:00,0,,286,5.98,2.23
4276,69.94,,58.86,0.68,clear-night,0,0,,,,Clear,69.94,2010-06-28 06:00:00,0,,263,6.0,1.09
4277,70.58,0.19,58.83,0.66,rain,0.5099,1,rain,,"{'azimuth': 64, 'altitude': 6, 'dni': 232.8, 'ghi': 25.3, 'dhi': 2.3, 'etr': 1316.7}",Heavy Rain,70.58,2010-06-28 07:00:00,0,6.216,299,9.65,2.27
4278,71.63,0.19,59.15,0.65,partly-cloudy-day,0,0,,,"{'azimuth': 73, 'altitude': 16, 'dni': 533.7, 'ghi': 163.1, 'dhi': 14.8, 'etr': 1316.7}",Partly Cloudy,71.63,2010-06-28 08:00:00,1,6.216,245,7.31,1.7
4279,74.62,0.19,59.57,0.59,partly-cloudy-day,0,0,,,"{'azimuth': 82, 'altitude': 27, 'dni': 676.5, 'ghi': 338.9, 'dhi': 30.8, 'etr': 1316.7}",Partly Cloudy,74.62,2010-06-28 09:00:00,2,6.216,357,5.5,2.23
4280,78.26,,58.82,0.51,clear-day,0,0,,,"{'azimuth': 91, 'altitude': 38, 'etr': 1316.7}",Clear,78.26,2010-06-28 10:00:00,,,235,7.49,2.16
4281,80.93,0.19,59.98,0.5,partly-cloudy-day,0,0,,,"{'azimuth': 103, 'altitude': 49, 'dni': 806, 'ghi': 673.8, 'dhi': 61.3, 'etr': 1316.7}",Partly Cloudy,80.11,2010-06-28 11:00:00,6,6.216,239,7.01,2.41
4282,84.47,0.19,58.82,0.42,partly-cloudy-day,0,0,,,"{'azimuth': 118, 'altitude': 60, 'dni': 835.5, 'ghi': 795.9, 'dhi': 72.4, 'etr': 1316.7}",Partly Cloudy,84.47,2010-06-28 12:00:00,7,6.216,237,4.01,2.46
4283,84.95,0.19,57.9,0.4,partly-cloudy-day,0,0,,,"{'azimuth': 144, 'altitude': 69, 'dni': 851.1, 'ghi': 871.5, 'dhi': 79.2, 'etr': 1316.7}",Partly Cloudy,84.95,2010-06-28 13:00:00,9,6.216,182,9.34,2.26
4284,84.69,0.19,57.1,0.39,partly-cloudy-day,0,0,,1017.89,"{'azimuth': 184, 'altitude': 72, 'dni': 855.4, 'ghi': 894.1, 'dhi': 81.3, 'etr': 1316.7}",Partly Cloudy,84.69,2010-06-28 14:00:00,9,6.216,113,10.99,7.33
4285,84.2,0.19,56.23,0.39,partly-cloudy-day,0,0,,1017.49,"{'azimuth': 222, 'altitude': 67, 'dni': 849.1, 'ghi': 861.6, 'dhi': 78.3, 'etr': 1316.7}",Partly Cloudy,84.2,2010-06-28 15:00:00,9,6.216,196,12.01,5.33
4286,85.88,0.19,55.33,0.35,partly-cloudy-day,0,0,,1017.6,"{'azimuth': 245, 'altitude': 58, 'dni': 831.3, 'ghi': 777, 'dhi': 70.6, 'etr': 1316.7}",Partly Cloudy,85.88,2010-06-28 16:00:00,7,6.216,179,11.32,6.52
4287,82.86,0.31,57.26,0.42,partly-cloudy-day,0,0,,1017.38,"{'azimuth': 260, 'altitude': 47, 'dni': 745.9, 'ghi': 604.7, 'dhi': 55, 'etr': 1316.7}",Partly Cloudy,82.86,2010-06-28 17:00:00,5,6.216,247,14.0,4.2
4288,80.84,0.31,59.81,0.5,partly-cloudy-day,0,0,,1017.38,"{'azimuth': 270, 'altitude': 36, 'dni': 696, 'ghi': 453, 'dhi': 41.2, 'etr': 1316.7}",Partly Cloudy,80.03,2010-06-28 18:00:00,3,6.216,233,7.01,5.11
4289,78.72,0.31,59.35,0.51,partly-cloudy-day,0,0,,1016.99,"{'azimuth': 280, 'altitude': 25, 'dni': 613.1, 'ghi': 285.9, 'dhi': 26, 'etr': 1316.7}",Partly Cloudy,78.72,2010-06-28 19:00:00,1,6.216,243,5.8,5.8
4290,76.68,0.31,60.89,0.58,partly-cloudy-day,0,0,,1017.1,"{'azimuth': 289, 'altitude': 14, 'dni': 463, 'ghi': 124.8, 'dhi': 11.3, 'etr': 1316.7}",Partly Cloudy,76.58,2010-06-28 20:00:00,0,6.216,284,10.99,5.5
4291,76.24,0.31,60.35,0.58,partly-cloudy-day,0,0,,1016.99,"{'azimuth': 298, 'altitude': 4, 'dni': 135, 'ghi': 10, 'dhi': 0.9, 'etr': 1316.7}",Partly Cloudy,76.19,2010-06-28 21:00:00,0,6.216,282,7.67,3.5
4292,74.92,0.31,60.96,0.62,partly-cloudy-night,0,0,,1016.99,,Partly Cloudy,74.82,2010-06-28 22:00:00,0,6.216,298,8.51,3.67
4293,74.93,0.19,61.27,0.63,partly-cloudy-night,0,0,,1017.2,,Partly Cloudy,74.8,2010-06-28 23:00:00,0,6.216,303,7.99,4.95
4294,73.28,0.19,61.85,0.68,partly-cloudy-night,0,0,,1017.6,,Partly Cloudy,73.09,2010-06-29 00:00:00,0,6.216,300,7.01,4.85
4295,73.24,0.19,61.24,0.66,partly-cloudy-night,0,0,,1017.6,,Partly Cloudy,73.11,2010-06-29 01:00:00,0,6.216,280,6.68,2.58
4296,72.53,0.19,61.24,0.68,partly-cloudy-night,0,0,,1017.6,,Partly Cloudy,72.39,2010-06-29 02:00:00,0,6.216,269,7.34,1.19
4297,71.94,0.19,60.89,0.68,partly-cloudy-night,0,0,,1017.49,,Partly Cloudy,71.84,2010-06-29 03:00:00,0,6.216,281,6.99,2.71
4298,71.55,0.19,61.4,0.71,partly-cloudy-night,0,0,,1017.78,,Partly Cloudy,71.39,2010-06-29 04:00:00,0,6.216,296,6.0,2.2
4299,70.21,0.19,60.11,0.7,partly-cloudy-night,0,0,,1017.6,,Partly Cloudy,70.19,2010-06-29 05:00:00,0,8.275,253,7.01,2.18
4300,70.53,0.19,60.74,0.71,partly-cloudy-night,0,0,,1017.6,,Partly Cloudy,70.43,2010-06-29 06:00:00,0,8.275,286,5.32,3.11
4301,69.76,0.19,60.59,0.73,partly-cloudy-day,0,0,,1017.6,"{'azimuth': 64, 'altitude': 6, 'dni': 229.8, 'ghi': 24.7, 'dhi': 2.2, 'etr': 1316.7}",Partly Cloudy,69.66,2010-06-29 07:00:00,0,6.216,271,7.0,2.29
4302,71.44,,60.84,0.69,clear-day,0,0,,1017.71,"{'azimuth': 73, 'altitude': 16, 'etr': 1316.7}",Clear,71.34,2010-06-29 08:00:00,,,296,7.99,3.03
4303,74.93,,60.7,0.61,clear-day,,,rain,1018.01,"{'azimuth': 82, 'altitude': 27, 'etr': 1316.7}",Clear,74.86,2010-06-29 09:00:00,,,317,6.99,3.74
4304,77.98,,59.33,0.53,clear-day,0,0,,,"{'azimuth': 91, 'altitude': 38, 'etr': 1316.7}",Clear,77.98,2010-06-29 10:00:00,,,257,8.99,3.2
4305,80.96,0.13,57.34,0.45,partly-cloudy-day,0,0,,1018.43,"{'azimuth': 103, 'altitude': 49, 'dni': 827.6, 'ghi': 691.1, 'dhi': 62.8, 'etr': 1316.6}",Partly Cloudy,80.78,2010-06-29 11:00:00,6,,193,5.01,3.64
4306,81.79,0.19,60.83,0.5,partly-cloudy-day,0,0,,1018.3,"{'azimuth': 118, 'altitude': 60, 'dni': 835.3, 'ghi': 795.1, 'dhi': 72.3, 'etr': 1316.6}",Partly Cloudy,81.01,2010-06-29 12:00:00,7,6.216,258,8.99,4.39
4307,82.79,0.19,60.1,0.47,partly-cloudy-day,0,0,,1018.19,"{'azimuth': 144, 'altitude': 69, 'dni': 850.9, 'ghi': 870.9, 'dhi': 79.2, 'etr': 1316.6}",Partly Cloudy,82.47,2010-06-29 13:00:00,9,6.216,172,9.5,4.6
4308,83.23,0.19,60.93,0.48,partly-cloudy-day,0,0,,1018.49,"{'azimuth': 184, 'altitude': 72, 'dni': 855.3, 'ghi': 893.7, 'dhi': 81.2, 'etr': 1316.6}",Partly Cloudy,82.74,2010-06-29 14:00:00,9,6.216,91,7.99,3.79
4309,84.48,0.19,62.21,0.48,partly-cloudy-day,0,0,,,"{'azimuth': 222, 'altitude': 67, 'dni': 849.1, 'ghi': 861.4, 'dhi': 78.3, 'etr': 1316.6}",Partly Cloudy,83.74,2010-06-29 15:00:00,9,6.216,158,6.72,6.72
4310,84.87,0.19,61.88,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 245, 'altitude': 58, 'dni': 831.2, 'ghi': 777, 'dhi': 70.6, 'etr': 1316.6}",Partly Cloudy,84.29,2010-06-29 16:00:00,7,6.216,160,12.01,7.94
4311,83.08,0.31,60.07,0.46,partly-cloudy-day,0,0,,1017.89,"{'azimuth': 259, 'altitude': 47, 'dni': 745.9, 'ghi': 604.7, 'dhi': 55, 'etr': 1316.6}",Partly Cloudy,82.85,2010-06-29 17:00:00,5,6.216,178,10.66,7.06
4312,82.73,0.31,61.13,0.49,partly-cloudy-day,0,0,,,"{'azimuth': 270, 'altitude': 36, 'dni': 696, 'ghi': 453.1, 'dhi': 41.2, 'etr': 1316.6}",Partly Cloudy,82.09,2010-06-29 18:00:00,3,6.216,169,9.02,5.24
4313,81.8,0.31,61.78,0.53,partly-cloudy-day,0,0,,,"{'azimuth': 280, 'altitude': 25, 'dni': 613.1, 'ghi': 286, 'dhi': 26, 'etr': 1316.6}",Partly Cloudy,80.76,2010-06-29 19:00:00,1,6.216,141,7.99,3.39
4314,79.05,0.31,61.45,0.55,partly-cloudy-day,0,0,,1017.71,"{'azimuth': 289, 'altitude': 14, 'dni': 463, 'ghi': 124.8, 'dhi': 11.3, 'etr': 1316.6}",Partly Cloudy,78.87,2010-06-29 20:00:00,0,6.216,200,11.0,1.02
4315,77.39,0.31,60.76,0.57,partly-cloudy-day,0,0,,,"{'azimuth': 298, 'altitude': 4, 'dni': 134.9, 'ghi': 10, 'dhi': 0.9, 'etr': 1316.6}",Partly Cloudy,77.29,2010-06-29 21:00:00,0,6.216,313,8.02,2.99
4316,76.88,0.31,62.08,0.61,partly-cloudy-night,0,0,,,,Partly Cloudy,76.66,2010-06-29 22:00:00,0,6.216,259,7.99,3.72
4317,75.45,0.19,62.89,0.66,partly-cloudy-night,0,0,,1018.99,,Partly Cloudy,75.14,2010-06-29 23:00:00,0,6.216,288,6.02,0.87
4318,74.94,0.19,63.09,0.67,partly-cloudy-night,0,0,,,,Partly Cloudy,74.61,2010-06-30 00:00:00,0,6.216,263,4.51,1.85
4319,75.05,0.19,63.16,0.67,partly-cloudy-night,0,0,,,,Partly Cloudy,74.72,2010-06-30 01:00:00,0,6.216,239,3.65,1.44
4320,74.06,0.19,63.24,0.7,partly-cloudy-night,0,0,,1018.8,,Partly Cloudy,73.71,2010-06-30 02:00:00,0,6.216,233,4.33,1.24
4321,73.82,0.19,63.68,0.72,partly-cloudy-night,0,0,,,,Partly Cloudy,73.41,2010-06-30 03:00:00,0,6.216,248,5.01,2.27
4322,73.01,0.19,63.45,0.73,partly-cloudy-night,0,0,,,,Partly Cloudy,72.62,2010-06-30 04:00:00,0,6.216,255,6.0,2.86
4323,73.52,0.19,63.06,0.71,partly-cloudy-night,0,0,,1018.49,,Partly Cloudy,73.19,2010-06-30 05:00:00,0,6.216,225,4.67,1.01
4324,72.58,0.19,62.32,0.71,partly-cloudy-night,0,0,,,,Partly Cloudy,72.32,2010-06-30 06:00:00,0,6.216,245,4.5,2.9
4325,71.11,0.19,61.05,0.71,partly-cloudy-day,0,0,,,"{'azimuth': 64, 'altitude': 6, 'dni': 226.5, 'ghi': 24, 'dhi': 2.2, 'etr': 1316.6}",Partly Cloudy,70.98,2010-06-30 07:00:00,0,6.216,20,3.99,1.66
4326,73.01,0.19,62.34,0.7,partly-cloudy-day,0,0,,1018.49,"{'azimuth': 73, 'altitude': 16, 'dni': 531.1, 'ghi': 160.9, 'dhi': 14.6, 'etr': 1316.6}",Partly Cloudy,72.75,2010-06-30 08:00:00,1,6.216,320,10.01,4.13
4327,76.01,0.19,62.36,0.63,partly-cloudy-day,0,0,,,"{'azimuth': 82, 'altitude': 27, 'dni': 675.1, 'ghi': 336.6, 'dhi': 30.6, 'etr': 1316.6}",Partly Cloudy,75.76,2010-06-30 09:00:00,2,6.216,311,7.99,2.92
4328,81.36,0.19,60.03,0.5,partly-cloudy-day,0,0,,,"{'azimuth': 91, 'altitude': 38, 'dni': 756.3, 'ghi': 514.1, 'dhi': 46.7, 'etr': 1316.6}",Partly Cloudy,80.67,2010-06-30 10:00:00,3,6.216,254,8.0,2.32
4329,83.33,,58.01,0.42,clear-day,0,0,,,"{'azimuth': 103, 'altitude': 49, 'etr': 1316.6}",Clear,83.33,2010-06-30 11:00:00,,,322,6.0,2.14
4330,83.63,,59.32,0.44,clear-day,0,0,,,"{'azimuth': 118, 'altitude': 60, 'etr': 1316.6}",Clear,83.63,2010-06-30 12:00:00,,,213,11.01,3.51
4331,84.09,0.19,59.76,0.44,partly-cloudy-day,0,0,,,"{'azimuth': 144, 'altitude': 68, 'dni': 850.8, 'ghi': 870.3, 'dhi': 79.1, 'etr': 1316.6}",Partly Cloudy,84.09,2010-06-30 13:00:00,9,6.216,152,9.99,3.6
4332,84.41,0.19,60.94,0.46,partly-cloudy-day,0,0,,1018.01,"{'azimuth': 184, 'altitude': 72, 'dni': 855.2, 'ghi': 893.3, 'dhi': 81.2, 'etr': 1316.6}",Partly Cloudy,84.12,2010-06-30 14:00:00,9,6.216,181,8.66,5.74
4333,85.06,0.19,63.18,0.5,partly-cloudy-day,0,0,,1018.01,"{'azimuth': 222, 'altitude': 67, 'dni': 849, 'ghi': 861.2, 'dhi': 78.3, 'etr': 1316.6}",Partly Cloudy,84.01,2010-06-30 15:00:00,9,6.216,159,8.51,6.32
4334,86.14,0.19,62.6,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 245, 'altitude': 58, 'dni': 831.2, 'ghi': 776.9, 'dhi': 70.6, 'etr': 1316.6}",Partly Cloudy,85.38,2010-06-30 16:00:00,7,6.216,120,12.01,6.98
4335,85.52,0.19,61.97,0.46,partly-cloudy-day,0,0,,1017.2,"{'azimuth': 259, 'altitude': 47, 'dni': 798.8, 'ghi': 647.6, 'dhi': 58.9, 'etr': 1316.6}",Partly Cloudy,84.97,2010-06-30 17:00:00,5,6.216,179,10.99,6.21
4336,84.47,0.19,61.22,0.46,partly-cloudy-day,0,0,,,"{'azimuth': 270, 'altitude': 36, 'dni': 745.4, 'ghi': 485.3, 'dhi': 44.1, 'etr': 1316.6}",Partly Cloudy,84.08,2010-06-30 18:00:00,3,6.216,167,12.68,5.68
4337,82.44,0.19,57.26,0.42,partly-cloudy-day,0,0,,,"{'azimuth': 280, 'altitude': 25, 'dni': 656.7, 'ghi': 306.3, 'dhi': 27.8, 'etr': 1316.6}",Partly Cloudy,82.44,2010-06-30 19:00:00,1,6.216,182,12.34,6.16
4338,83.01,0.19,55.82,0.39,partly-cloudy-day,0,0,,1016.88,"{'azimuth': 289, 'altitude': 14, 'dni': 495.8, 'ghi': 133.6, 'dhi': 12.1, 'etr': 1316.6}",Partly Cloudy,83.01,2010-06-30 20:00:00,0,6.216,205,11.02,4.71
4339,81.08,0.19,56.84,0.44,partly-cloudy-day,0,0,,,"{'azimuth': 298, 'altitude': 4, 'dni': 144, 'ghi': 10.6, 'dhi': 1, 'etr': 1316.6}",Partly Cloudy,81.08,2010-06-30 21:00:00,0,6.216,187,8.36,3.14
4340,78.9,0.19,55.69,0.45,partly-cloudy-night,0,0,,,,Partly Cloudy,78.9,2010-06-30 22:00:00,0,6.216,224,6.66,1.02
4341,77.28,0.19,56.07,0.48,partly-cloudy-night,0,0,,1017.49,,Partly Cloudy,77.28,2010-06-30 23:00:00,0,6.216,224,3.99,2.05
4342,75.83,0.19,54.83,0.48,partly-cloudy-night,0,0,,,,Partly Cloudy,75.83,2010-07-01 00:00:00,0,6.216,271,2.49,1.03
4343,73.94,0.19,55.43,0.52,partly-cloudy-night,0,0,,,,Partly Cloudy,73.94,2010-07-01 01:00:00,0,6.216,270,2.68,1.02
4344,74.61,0.19,53.2,0.47,partly-cloudy-night,0,0,,1016.99,,Partly Cloudy,74.61,2010-07-01 02:00:00,0,6.216,220,2.33,1.28
4345,73.91,0.19,53.82,0.49,partly-cloudy-night,0,0,,,,Partly Cloudy,73.91,2010-07-01 03:00:00,0,6.216,277,3.5,1.35
4346,72.23,0.19,54.76,0.54,partly-cloudy-night,0,0,,,,Partly Cloudy,72.23,2010-07-01 04:00:00,0,6.216,,1.5,0.55
4347,72.41,0.19,54.56,0.53,partly-cloudy-night,0,0,,1016.5,,Partly Cloudy,72.41,2010-07-01 05:00:00,0,6.216,297,2.5,0.56
4348,70.95,0.19,57.98,0.64,partly-cloudy-night,0,0,,,,Partly Cloudy,70.95,2010-07-01 06:00:00,0,6.216,252,3.0,1.02
4349,70.54,0.19,56.33,0.61,partly-cloudy-day,0,0,,,"{'azimuth': 64, 'altitude': 5, 'dni': 223, 'ghi': 23.4, 'dhi': 2.1, 'etr': 1316.5}",Partly Cloudy,70.54,2010-07-01 07:00:00,0,6.216,259,1.35,0.84
4350,74.65,0.19,58.4,0.57,partly-cloudy-day,0,0,,1016.6,"{'azimuth': 73, 'altitude': 16, 'dni': 529.7, 'ghi': 159.8, 'dhi': 14.5, 'etr': 1316.5}",Partly Cloudy,74.65,2010-07-01 08:00:00,1,6.216,287,4.01,0.21
4351,78.58,,61.31,0.56,clear-day,0,0,,,"{'azimuth': 82, 'altitude': 27, 'etr': 1316.5}",Clear,78.42,2010-07-01 09:00:00,,,254,4.99,1.56
4352,79.83,,61.33,0.54,clear-day,0,0,,,"{'azimuth': 92, 'altitude': 38, 'etr': 1316.5}",Clear,79.64,2010-07-01 10:00:00,,,323,7.99,3.24
4353,83.44,0.0,59.79,0.45,clear-day,0,0,,1016.19,"{'azimuth': 103, 'altitude': 49, 'dni': 860.7, 'ghi': 717.2, 'dhi': 65.2, 'etr': 1316.5}",Clear,83.37,2010-07-01 11:00:00,6,,204,9.0,3.25
4354,85.89,,60.43,0.42,clear-day,0,0,,,"{'azimuth': 118, 'altitude': 60, 'etr': 1316.5}",Clear,85.89,2010-07-01 12:00:00,,,170,8.0,3.71
4355,87.32,0.19,58.07,0.37,partly-cloudy-day,0,0,,,"{'azimuth': 144, 'altitude': 68, 'dni': 850.6, 'ghi': 869.7, 'dhi': 79.1, 'etr': 1316.5}",Partly Cloudy,87.32,2010-07-01 13:00:00,9,6.216,200,9.5,4.62
4356,89.24,0.09,57.82,0.35,clear-day,0,0,,1015.72,"{'azimuth': 184, 'altitude': 72, 'dni': 888.8, 'ghi': 928, 'dhi': 84.4, 'etr': 1316.5}",Clear,89.24,2010-07-01 14:00:00,10,6.216,168,14.01,6.32
4357,89.66,0.19,57.9,0.34,partly-cloudy-day,0,0,,,"{'azimuth': 222, 'altitude': 67, 'dni': 848.9, 'ghi': 860.9, 'dhi': 78.3, 'etr': 1316.5}",Partly Cloudy,89.66,2010-07-01 15:00:00,9,6.216,180,14.34,7.32
4358,88.33,0.19,59.59,0.38,partly-cloudy-day,0,0,,,"{'azimuth': 245, 'altitude': 58, 'dni': 831.1, 'ghi': 776.7, 'dhi': 70.6, 'etr': 1316.5}",Partly Cloudy,88.33,2010-07-01 16:00:00,7,6.216,193,14.67,7.61
4359,87.13,0.09,61.64,0.43,clear-day,0,0,,1015.19,"{'azimuth': 259, 'altitude': 47, 'dni': 830.2, 'ghi': 673, 'dhi': 61.2, 'etr': 1316.5}",Clear,86.81,2010-07-01 17:00:00,5,6.216,213,14.5,7.24
4360,86.47,0.19,62.93,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 270, 'altitude': 36, 'dni': 745.4, 'ghi': 485.2, 'dhi': 44.1, 'etr': 1316.5}",Partly Cloudy,85.6,2010-07-01 18:00:00,3,6.216,172,14.99,8.86
4361,85.06,,62.53,0.48,clear-day,0,0,,,"{'azimuth': 279, 'altitude': 25, 'etr': 1316.5}",Clear,84.25,2010-07-01 19:00:00,,,191,10.67,7.24
4362,82.64,0.5,61.11,0.49,partly-cloudy-day,0,0,,1014.8,"{'azimuth': 288, 'altitude': 14, 'dni': 397.3, 'ghi': 107, 'dhi': 9.7, 'etr': 1316.5}",Mostly Cloudy,81.98,2010-07-01 20:00:00,0,,175,11.35,4.55
4363,79.01,,62.67,0.58,clear-day,0,0,,,"{'azimuth': 298, 'altitude': 4, 'etr': 1316.5}",Clear,78.72,2010-07-01 21:00:00,,,171,8.98,2.87
4364,76.46,0.19,62.42,0.62,partly-cloudy-night,0,0,,,,Partly Cloudy,76.21,2010-07-01 22:00:00,0,6.216,198,5.0,2.09
4365,75.4,0.19,62.67,0.65,partly-cloudy-night,0,0,,1015.52,,Partly Cloudy,75.12,2010-07-01 23:00:00,0,6.216,180,2.0,0.29
4366,74.06,0.19,61.65,0.66,partly-cloudy-night,0,0,,,,Partly Cloudy,73.89,2010-07-02 00:00:00,0,6.216,265,2.99,1.46
4367,73.15,0.19,64.81,0.77,partly-cloudy-night,0,0,,,,Partly Cloudy,72.59,2010-07-02 01:00:00,0,4.974,270,2.5,0.29
4368,72.59,0.19,65.72,0.81,partly-cloudy-night,0,0,,1016.09,,Partly Cloudy,71.9,2010-07-02 02:00:00,0,4.974,247,2.14,2.14
4369,71.76,0.19,65.46,0.82,partly-cloudy-night,0,0,,,,Partly Cloudy,71.08,2010-07-02 03:00:00,0,3.73,275,1.49,1.17
4370,70.73,0.19,62.2,0.75,partly-cloudy-night,0,0,,,,Partly Cloudy,70.45,2010-07-02 04:00:00,0,6.216,279,3.32,1.46
4371,70.97,0.19,58.68,0.65,partly-cloudy-night,0,0,,1015.42,,Partly Cloudy,70.97,2010-07-02 05:00:00,0,6.216,281,3.5,1.67
4372,70.79,0.19,55.77,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,70.79,2010-07-02 06:00:00,0,6.216,295,3.99,1.52
4373,70.99,,56.08,0.59,clear-day,0,0,,1014.61,"{'azimuth': 64, 'altitude': 5, 'etr': 1316.5}",Clear,70.99,2010-07-02 07:00:00,,,246,4.0,1.04
4374,73.33,,58.01,0.59,clear-day,,,rain,,"{'azimuth': 73, 'altitude': 16, 'etr': 1316.5}",Clear,73.33,2010-07-02 08:00:00,,,,2.64,0.0
4375,76.67,,59.04,0.55,clear-day,,,rain,,"{'azimuth': 82, 'altitude': 27, 'etr': 1316.5}",Clear,76.67,2010-07-02 09:00:00,,,270,2.64,0.18
4376,79.6,,59.18,0.5,clear-day,0,0,,1015.19,"{'azimuth': 92, 'altitude': 38, 'etr': 1316.5}",Clear,79.6,2010-07-02 10:00:00,,,223,6.0,2.88
4377,82.08,0.0,60.12,0.48,clear-day,0,0,,1015.82,"{'azimuth': 103, 'altitude': 49, 'dni': 860.3, 'ghi': 716, 'dhi': 65.1, 'etr': 1316.5}",Clear,81.58,2010-07-02 11:00:00,6,,185,6.51,4.45
4378,84.08,,59.44,0.43,clear-day,0,0,,,"{'azimuth': 118, 'altitude': 60, 'etr': 1316.5}",Clear,84.08,2010-07-02 12:00:00,,,191,9.5,5.47
4379,85.94,,59.14,0.4,clear-day,0,0,,,"{'azimuth': 143, 'altitude': 68, 'etr': 1316.5}",Clear,85.94,2010-07-02 13:00:00,,,172,11.99,4.63
4380,86.88,0.19,59.51,0.4,partly-cloudy-day,0,0,,1015.92,"{'azimuth': 183, 'altitude': 72, 'dni': 855, 'ghi': 892.4, 'dhi': 81.1, 'etr': 1316.5}",Partly Cloudy,86.88,2010-07-02 14:00:00,9,6.216,165,13.59,5.82
4381,86.95,0.19,62.63,0.45,partly-cloudy-day,0,0,,,"{'azimuth': 221, 'altitude': 67, 'dni': 848.8, 'ghi': 860.6, 'dhi': 78.2, 'etr': 1316.5}",Partly Cloudy,86.22,2010-07-02 15:00:00,9,6.216,181,12.01,7.42
4382,86.38,0.19,61.99,0.45,partly-cloudy-day,0,0,,,"{'azimuth': 244, 'altitude': 58, 'dni': 831.1, 'ghi': 776.5, 'dhi': 70.6, 'etr': 1316.5}",Partly Cloudy,85.88,2010-07-02 16:00:00,7,6.216,155,12.01,5.98
4383,84.88,0.19,62.87,0.49,partly-cloudy-day,0,0,,1015.42,"{'azimuth': 259, 'altitude': 47, 'dni': 798.7, 'ghi': 647.4, 'dhi': 58.9, 'etr': 1316.5}",Partly Cloudy,83.93,2010-07-02 17:00:00,5,6.216,132,13.01,7.14
4384,84.89,0.19,61.69,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 270, 'altitude': 36, 'dni': 745.3, 'ghi': 485.1, 'dhi': 44.1, 'etr': 1316.5}",Partly Cloudy,84.39,2010-07-02 18:00:00,3,6.216,133,9.49,6.79
4385,83.59,0.19,62.86,0.52,partly-cloudy-day,0,0,,,"{'azimuth': 279, 'altitude': 25, 'dni': 656.5, 'ghi': 306.1, 'dhi': 27.8, 'etr': 1316.5}",Partly Cloudy,82.51,2010-07-02 19:00:00,1,6.216,164,9.49,5.0
4386,82.37,0.19,62.31,0.53,partly-cloudy-day,0,0,,1014.61,"{'azimuth': 288, 'altitude': 14, 'dni': 495.3, 'ghi': 133.3, 'dhi': 12.1, 'etr': 1316.5}",Partly Cloudy,81.29,2010-07-02 20:00:00,0,6.216,180,7.5,3.05
4387,78.9,0.19,62.83,0.58,partly-cloudy-day,0,0,,,"{'azimuth': 298, 'altitude': 4, 'dni': 142.2, 'ghi': 10.4, 'dhi': 0.9, 'etr': 1316.5}",Partly Cloudy,78.59,2010-07-02 21:00:00,0,6.216,209,4.99,2.69
4388,77.5,0.19,61.18,0.57,partly-cloudy-night,0,0,,,,Partly Cloudy,77.36,2010-07-02 22:00:00,0,6.216,200,7.67,4.47
4389,76.3,0.19,61.7,0.61,partly-cloudy-night,0,0,,1016.71,,Partly Cloudy,76.12,2010-07-02 23:00:00,0,6.216,238,3.35,1.13
4390,75.08,0.19,59.06,0.58,partly-cloudy-night,0,0,,,,Partly Cloudy,75.08,2010-07-03 00:00:00,0,6.216,,1.49,0.27
4391,73.62,0.19,58.4,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,73.62,2010-07-03 01:00:00,0,6.216,179.0,2.5,0.46
4392,72.59,0.19,60.56,0.66,partly-cloudy-night,0,0,,1015.92,,Partly Cloudy,72.53,2010-07-03 02:00:00,0,6.216,90.0,2.99,0.27
4393,71.84,0.19,63.32,0.76,partly-cloudy-night,0,0,,,,Partly Cloudy,71.44,2010-07-03 03:00:00,0,6.216,,2.99,0.0
